ABG13989,ABX86883,AAS62548
AAS61621,ABX87234,ABG12754
AAS63740,ABX88609,ABG12344
AAS60626,ABX86382,ABG14772
ABG12331,ABX88450,AAS63751
AAS63256,ABX88128,ABG11988
ABG14729,ABX87220,AAS60922
ABG13142,ABX87270,AAS61827
ABG14527,ABX85936,AAS61118
ABG13289,ABX85512,AAS61912
AAS62848,ABX86336,ABG14186
AAS64164,ABX86421,ABG16124
ABG14316,ABX88685,AAS62742
ABG14123,ABX86719,AAS62787
AAS62287,ABX88679,ABG13605
AAS60411,ABX86494,ABG15299
AAS63756,ABX87169,ABG12326
AAS60329,ABX86707,ABG15457
ABG12747,ABX85528,AAS61614
ABG12247,ABX86649,AAS63612
ABG13091,ABX85887,AAS61729
ABG14910,ABX87958,AAS60906
AAS61435,ABX87705,ABG12663
ABG14676,ABX87603,AAS60977
ABG13673,ABX85728,AAS62355
AAS62003,ABX85916,ABG13844
ABG12920,ABX85088,AAS61159
AAS63711,ABX85542,ABG12376
ABG12461,ABX87280,AAS63066
AAS62994,ABX85348,ABG12483
AAS63745,ABX85513,ABG12339
AAS63923,ABX85840,ABG15840
AAS62713,ABX86039,ABG14410
AAS60532,ABX87794,ABG14892
AAS62403,ABX85401,ABG13719
AAS61677,ABX87462,ABG12811
AAS63145,ABX86754,ABG15101
ABG14661,ABX85288,AAS60992
ABG13647,ABX87035,AAS62327
ABG12925,ABX86865,AAS61154
AAS63518,ABX85214,ABG15780
ABG15547,ABX85467,AAS63817
ABG15785,ABX88023,AAS63523
ABG15082,ABX85767,AAS63166
AAS62513,ABX87140,ABG13954
AAS58658,ABX84793,ABG16159
ABG14599,ABX85859,AAS61054
AAS61726,ABX85466,ABG13088
ABG15456,ABX85394,AAS60330
AAS64065,ABX86022,ABG15602
ABG14687,ABX85718,AAS60964
ABG12891,ABX87505,AAS61184
ABG12023,ABX87110,AAS60849
ABG13265,ABX86780,AAS61893
AAS58584,ABX88736,ABG16289
AAS62484,ABX85316,ABG13923
AAS60434,ABX86278,ABG15277
AAS63037,ABX85148,ABG12435
ABG13097,ABX88336,AAS61866
AAS62959,ABX88016,ABG12519
ABG13894,ABX87131,AAS62463
ABG15264,ABX85514,AAS60446
AAS60443,ABX85379,ABG15268
AAS63545,ABX86720,ABG16068
AAS60904,ABX87336,ABG14914
AAS64156,ABX87985,ABG16116
ABG12002,ABX87709,AAS63244
AAS60732,ABX85432,ABG15938
ABG15218,ABX86155,AAS60490
ABG12955,ABX86782,AAS61562
AAS58597,ABX88780,ABG16300
ABG15901,ABX86325,AAS60766
AAS58576,ABX88752,ABG16280
AAS62057,ABX86465,ABG13339
ABG14809,ABX88439,AAS60661
ABG12752,ABX85880,AAS61619
ABG16180,ABX84746,AAS58690
AAS61370,ABX88044,ABG14472
ABG14416,ABX86653,AAS62719
AAS62936,ABX86149,ABG14287
AAS63455,ABX88210,ABG15391
ABG15651,ABX88135,AAS64013
AAS64110,ABX87679,ABG14990
ABG13886,ABX87970,AAS62455
AAS62405,ABX87218,ABG13721
ABG15105,ABX86134,AAS63141
AAS64144,ABX86526,ABG16104
ABG12324,ABX85536,AAS63758
ABG14103,ABX86636,AAS62768
AAS63951,ABX85659,ABG15714
ABG16240,ABX84791,AAS58765
AAS62079,ABX86304,ABG13361
AAS62263,ABX87809,ABG13579
AAS63225,ABX88271,ABG15009
AAS63363,ABX85727,ABG12139
ABG15101,ABX86754,AAS63145
AAS61133,ABX88635,ABG12692
AAS63694,ABX87331,ABG12393
AAS63476,ABX87994,ABG15739
ABG14821,ABX87726,AAS60670
AAS61073,ABX84963,ABG14577
ABG14408,ABX86820,AAS62711
ABG13841,ABX86630,AAS62005
ABG14879,ABX88473,AAS60546
AAS63220,ABX85047,ABG15017
AAS64146,ABX85633,ABG16105
AAS60328,ABX86270,ABG15458
ABG15876,ABX88383,AAS60795
AAS62112,ABX85196,ABG13400
ABG14452,ABX88115,AAS61350
ABG14434,ABX86260,AAS61332
ABG12037,ABX86226,AAS60835
ABG14144,ABX87007,AAS62808
ABG13588,ABX87313,AAS62272
ABG15277,ABX86278,AAS60434
ABG14341,ABX86787,AAS62651
AAS61084,ABX86697,ABG14565
AAS62086,ABX85688,ABG13369
AAS61475,ABX86864,ABG12620
AAS61168,ABX87551,ABG12910
AAS58745,ABX84842,ABG16216
ABG12265,ABX87430,AAS63632
ABG13258,ABX88274,AAS61886
ABG12744,ABX87186,AAS61613
ABG12249,ABX84884,AAS63614
ABG12390,ABX86351,AAS63698
AAS62984,ABX87857,ABG12494
ABG14031,ABX86693,AAS62592
AAS63177,ABX86727,ABG15070
ABG13014,ABX85443,AAS61271
AAS63164,ABX84908,ABG15083
AAS61969,ABX87459,ABG13771
ABG14047,ABX88171,AAS62606
AAS62164,ABX88324,ABG13471
ABG15706,ABX87292,AAS63960
ABG13654,ABX86043,AAS62335
AAS60802,ABX88595,ABG15869
AAS64058,ABX87070,ABG15609
AAS62064,ABX87790,ABG13346
AAS61861,ABX86307,ABG13104
ABG16136,ABX88653,AAS64176
ABG13118,ABX87771,AAS61847
ABG12164,ABX86872,AAS63389
AAS60387,ABX85686,ABG12225
ABG14586,ABX86242,AAS61067
AAS60607,ABX87504,ABG14753
ABG13479,ABX88579,AAS62172
ABG13123,ABX85956,AAS61845
ABG12026,ABX84944,AAS60846
AAS60529,ABX87547,ABG14894
ABG13386,ABX88124,AAS62099
ABG14156,ABX87412,AAS62819
ABG16197,ABX84760,AAS58709
ABG12191,ABX88688,AAS63415
ABG14481,ABX86594,AAS61377
ABG16063,ABX87528,AAS63538
ABG12951,ABX85516,AAS61565
ABG14376,ABX86742,AAS62683
AAS62110,ABX88098,ABG13398
AAS63803,ABX87758,ABG15534
ABG13481,ABX86047,AAS62174
ABG15288,ABX86413,AAS60423
AAS63661,ABX85729,ABG12298
AAS60974,ABX86011,ABG14679
AAS63798,ABX88524,ABG15527
ABG14465,ABX87091,AAS61361
ABG12751,ABX87814,AAS61618
ABG15817,ABX86918,AAS63900
AAS60575,ABX88576,ABG14846
AAS61074,ABX85075,ABG14576
ABG13235,ABX88565,AAS61740
AAS61332,ABX86260,ABG14434
AAS58670,ABX84763,ABG16171
ABG15588,ABX86928,AAS63287
AAS60751,ABX87050,ABG15920
ABG12198,ABX87397,AAS63422
ABG12618,ABX86644,AAS61477
AAS63169,ABX85044,ABG15077
ABG16298,ABX88703,AAS58596
AAS60819,ABX87065,ABG12053
ABG15294,ABX86868,AAS60416
AAS60963,ABX85114,ABG14688
AAS60736,ABX86341,ABG15935
ABG12278,ABX86561,AAS63642
ABG12281,ABX88424,AAS63645
ABG12700,ABX88366,AAS61574
ABG13969,ABX87792,AAS62532
AAS62475,ABX85797,ABG13913
ABG12497,ABX86610,AAS62981
AAS61682,ABX86365,ABG12815
ABG15432,ABX86665,AAS60353
AAS62375,ABX87084,ABG13693
ABG12123,ABX86387,AAS63349
ABG16227,ABX84846,AAS58683
ABG14482,ABX87377,AAS61378
ABG13629,ABX85676,AAS62311
AAS60462,ABX87928,ABG15247
AAS62519,ABX87607,ABG13959
AAS62897,ABX84906,ABG14245
ABG12761,ABX86327,AAS61628
ABG16030,ABX86033,AAS63852
AAS61279,ABX86606,ABG12573
ABG15183,ABX85830,AAS63069
ABG15304,ABX88167,AAS60406
AAS62030,ABX87858,ABG13813
AAS62706,ABX86773,ABG14402
ABG13309,ABX88099,AAS61933
AAS58704,ABX84755,ABG16193
AAS62974,ABX87997,ABG12504
AAS62935,ABX85731,ABG14286
AAS61679,ABX86083,ABG12813
ABG11983,ABX85312,AAS60292
ABG13659,ABX85584,AAS62340
ABG12483,ABX85348,AAS62994
AAS62165,ABX85105,ABG13472
AAS61839,ABX87635,ABG13128
ABG13676,ABX88396,AAS62358
ABG14755,ABX88206,AAS60609
AAS63689,ABX87926,ABG12398
ABG12601,ABX85113,AAS61492
AAS63480,ABX85605,ABG15744
ABG13665,ABX85020,AAS62346
ABG14576,ABX85075,AAS61074
ABG12634,ABX84941,AAS61460
AAS63358,ABX85007,ABG12132
ABG15056,ABX85860,AAS63188
ABG12092,ABX87878,AAS63319
AAS61181,ABX88280,ABG12893
ABG12641,ABX88489,AAS61454
ABG15279,ABX86896,AAS60432
AAS61099,ABX87579,ABG14542
AAS60442,ABX87891,ABG15269
ABG14651,ABX87411,AAS61002
ABG15303,ABX84880,AAS60407
ABG13807,ABX86396,AAS62036
ABG13560,ABX88087,AAS62249
AAS62566,ABX87484,ABG14008
AAS62709,ABX85652,ABG14405
ABG14504,ABX86833,AAS61398
AAS61171,ABX85008,ABG12907
AAS62024,ABX85058,ABG13818
ABG16090,ABX85355,AAS63562
ABG12944,ABX87568,AAS61139
ABG16017,ABX87666,AAS63866
AAS63108,ABX85359,ABG15143
AAS61596,ABX87190,ABG12723
AAS62060,ABX85097,ABG13342
AAS63240,ABX87485,ABG12005
AAS61300,ABX85942,ABG12552
AAS62160,ABX88520,ABG13467
ABG14625,ABX85674,AAS61027
ABG16324,ABX88712,AAS58539
ABG12216,ABX86791,AAS63440
ABG14328,ABX87211,AAS62730
AAS60359,ABX84901,ABG15426
AAS63744,ABX86381,ABG12340
ABG12622,ABX87357,AAS61473
AAS62863,ABX87701,ABG14207
AAS64165,ABX84961,ABG16125
ABG14596,ABX87677,AAS61057
AAS61820,ABX88443,ABG13149
AAS62799,ABX87293,ABG14135
ABG12254,ABX85242,AAS61599
AAS58683,ABX84846,ABG16227
AAS63400,ABX84936,ABG12175
ABG12121,ABX88611,AAS63347
ABG15222,ABX87738,AAS60486
ABG14773,ABX85964,AAS60627
ABG12889,ABX86164,AAS61186
ABG12965,ABX87385,AAS61552
AAS63401,ABX87345,ABG12176
ABG13270,ABX85188,AAS61897
ABG13529,ABX87727,AAS62217
AAS62501,ABX84938,ABG13938
ABG12956,ABX87334,AAS61561
AAS61777,ABX85372,ABG13196
ABG12512,ABX85010,AAS62966
ABG14063,ABX88323,AAS62623
AAS60925,ABX86452,ABG14726
ABG15926,ABX88640,AAS60745
ABG15630,ABX87368,AAS64036
ABG15272,ABX88428,AAS60439
AAS62752,ABX87605,ABG14304
AAS60317,ABX85060,ABG15469
ABG14230,ABX86368,AAS62886
ABG14247,ABX86634,AAS62899
ABG15580,ABX85689,AAS63279
AAS60975,ABX87550,ABG14678
AAS62115,ABX87831,ABG13403
ABG14852,ABX88694,AAS60570
ABG14765,ABX86228,AAS60620
AAS63483,ABX86800,ABG15747
AAS64129,ABX87167,ABG14967
ABG14249,ABX84898,AAS62901
ABG16157,ABX84771,AAS58656
AAS63901,ABX87207,ABG15818
AAS63217,ABX86619,ABG15021
AAS64154,ABX85539,ABG16114
AAS63211,ABX87685,ABG15027
ABG14743,ABX86251,AAS60598
AAS61092,ABX85502,ABG14552
AAS62307,ABX87554,ABG13624
AAS60950,ABX85649,ABG14701
ABG15638,ABX85194,AAS64028
AAS60689,ABX85568,ABG15980
AAS60306,ABX85423,ABG15479
ABG16060,ABX88427,AAS63534
AAS61522,ABX87382,ABG12997
ABG12499,ABX86755,AAS62979
ABG11973,ABX86273,AAS60285
AAS60637,ABX88484,ABG14784
AAS61778,ABX86343,ABG13193
ABG12291,ABX87807,AAS63654
ABG15084,ABX86397,AAS63163
ABG12734,ABX87398,AAS61605
ABG14419,ABX87132,AAS62722
AAS63616,ABX87093,ABG12251
ABG13607,ABX87636,AAS62289
ABG14980,ABX88308,AAS64115
AAS62744,ABX85370,ABG14312
AAS62036,ABX86396,ABG13807
AAS63423,ABX87003,ABG12199
AAS61587,ABX86596,ABG12714
AAS61797,ABX88262,ABG13172
ABG12100,ABX88141,AAS63327
AAS61396,ABX86101,ABG14502
AAS62169,ABX87209,ABG13476
AAS62471,ABX88057,ABG13906
AAS60806,ABX86401,ABG15865
AAS62906,ABX88257,ABG14254
AAS63768,ABX88077,ABG15499
ABG15822,ABX85946,AAS63905
ABG13712,ABX88092,AAS62395
ABG13728,ABX85558,AAS62411
ABG13596,ABX87897,AAS62279
AAS63842,ABX85565,ABG16039
ABG12721,ABX85980,AAS61594
AAS62794,ABX87500,ABG14130
ABG16209,ABX84782,AAS58755
ABG14716,ABX86096,AAS60936
AAS61151,ABX86960,ABG12928
AAS58555,ABX88759,ABG16259
AAS62472,ABX88345,ABG13907
AAS63223,ABX88278,ABG15011
AAS61250,ABX88388,ABG13034
AAS63953,ABX86734,ABG15712
AAS62977,ABX85912,ABG12501
AAS63371,ABX85695,ABG12147
ABG14453,ABX85434,AAS61351
ABG15584,ABX85262,AAS63283
ABG15096,ABX87148,AAS63150
AAS61489,ABX87283,ABG12605
ABG12074,ABX86716,AAS63301
ABG12073,ABX86179,AAS63300
AAS63024,ABX85699,ABG12422
ABG16280,ABX88752,AAS58576
ABG13760,ABX86429,AAS61977
AAS61162,ABX84976,ABG12917
ABG12293,ABX86443,AAS63656
AAS62264,ABX87841,ABG13580
AAS63431,ABX88116,ABG12207
AAS61854,ABX88497,ABG13111
ABG12395,ABX86261,AAS63692
ABG12357,ABX86076,AAS63732
AAS62729,ABX87625,ABG14329
AAS62219,ABX85891,ABG13531
ABG13108,ABX86458,AAS61857
AAS60923,ABX86403,ABG14728
AAS62602,ABX87201,ABG14043
ABG15220,ABX86285,AAS60488
ABG15212,ABX85863,AAS60496
AAS62812,ABX86999,ABG14149
AAS62457,ABX88392,ABG13888
ABG12274,ABX87413,AAS63638
ABG12995,ABX86288,AAS61524
AAS62161,ABX85297,ABG13468
AAS62016,ABX86846,ABG13827
AAS61537,ABX85209,ABG12982
ABG12625,ABX84994,AAS61469
AAS61850,ABX88508,ABG13115
AAS63084,ABX87239,ABG15168
ABG12161,ABX86268,AAS63386
AAS63300,ABX86179,ABG12073
AAS61451,ABX86553,ABG12644
ABG13076,ABX87311,AAS61714
AAS62837,ABX85540,ABG14174
AAS62138,ABX85166,ABG13427
AAS62068,ABX87993,ABG13350
ABG15561,ABX86932,AAS60524
ABG14742,ABX86690,AAS60597
ABG12503,ABX87722,AAS62975
AAS63722,ABX86357,ABG12368
AAS61354,ABX86137,ABG14456
AAS60881,ABX85041,ABG14936
ABG12082,ABX87574,AAS63309
AAS61007,ABX88610,ABG14646
ABG13215,ABX88552,AAS61757
AAS61922,ABX85085,ABG13298
AAS63452,ABX88300,ABG15393
AAS61352,ABX84918,ABG14454
AAS62749,ABX88615,ABG14307
ABG13124,ABX87647,AAS61844
AAS63174,ABX87380,ABG15073
ABG13284,ABX86985,AAS61907
ABG14975,ABX87916,AAS64120
ABG15761,ABX85960,AAS63499
AAS62482,ABX86122,ABG13921
AAS63057,ABX86257,ABG12453
ABG15499,ABX88077,AAS63768
AAS60726,ABX88005,ABG15944
ABG14891,ABX88213,AAS60533
ABG15210,ABX85013,AAS60498
ABG13840,ABX86013,AAS62006
AAS60562,ABX86736,ABG14861
AAS63023,ABX87773,ABG12421
AAS63190,ABX85025,ABG15054
AAS63786,ABX87409,ABG15517
ABG13567,ABX87085,AAS62256
AAS64019,ABX85489,ABG15647
AAS61545,ABX87308,ABG12972
ABG12280,ABX85717,AAS63644
ABG12096,ABX86954,AAS63324
ABG14418,ABX86486,AAS62721
AAS64003,ABX88561,ABG15660
AAS60671,ABX88612,ABG14822
ABG12115,ABX85864,AAS63341
AAS62782,ABX85716,ABG14118
ABG12784,ABX85947,AAS61652
AAS60966,ABX86572,ABG14685
AAS63379,ABX85090,ABG12154
AAS63724,ABX85703,ABG12366
ABG12279,ABX85300,AAS63643
AAS62641,ABX86337,ABG14082
ABG15528,ABX86055,AAS63799
ABG15095,ABX86449,AAS63152
AAS62667,ABX88069,ABG14358
ABG13074,ABX86593,AAS61712
ABG14132,ABX85730,AAS62796
AAS64006,ABX85827,ABG15658
AAS61034,ABX87152,ABG14618
ABG14149,ABX86999,AAS62812
ABG12683,ABX88104,AAS61416
ABG13183,ABX87440,AAS61788
AAS58535,ABX88723,ABG16318
AAS63372,ABX85256,ABG12148
ABG12754,ABX87234,AAS61621
AAS63998,ABX87255,ABG15667
AAS62899,ABX86634,ABG14247
AAS61478,ABX85100,ABG12617
AAS63806,ABX88414,ABG15536
ABG15751,ABX88499,AAS63489
AAS64061,ABX88194,ABG15606
AAS60911,ABX85321,ABG14904
AAS60486,ABX87738,ABG15222
AAS61683,ABX87532,ABG12816
ABG14181,ABX87901,AAS62843
AAS62534,ABX87027,ABG13971
ABG16151,ABX84845,AAS58650
AAS63743,ABX86815,ABG12341
ABG15673,ABX87080,AAS63992
AAS61647,ABX86602,ABG12779
AAS62394,ABX86704,ABG13711
ABG14024,ABX87695,AAS62585
ABG16158,ABX84853,AAS58657
ABG13339,ABX86465,AAS62057
AAS62931,ABX86114,ABG14282
ABG15042,ABX88083,AAS63199
AAS61347,ABX87785,ABG14449
AAS60453,ABX88275,ABG15257
AAS60868,ABX87191,ABG14949
ABG13929,ABX85411,AAS62490
AAS60864,ABX85054,ABG14953
ABG13369,ABX85688,AAS62086
ABG14789,ABX85475,AAS60642
ABG14860,ABX86657,AAS60563
ABG15109,ABX87135,AAS63137
ABG12480,ABX88368,AAS62997
ABG15833,ABX84867,AAS63916
AAS62971,ABX86046,ABG12507
ABG14426,ABX87843,AAS61326
ABG12910,ABX87551,AAS61168
ABG13338,ABX88067,AAS62056
AAS60888,ABX85444,ABG14928
AAS60839,ABX88076,ABG12033
ABG16116,ABX87985,AAS64156
AAS61075,ABX85598,ABG14575
AAS62469,ABX88244,ABG13901
ABG15928,ABX85951,AAS60743
ABG14987,ABX87982,AAS64111
AAS63976,ABX85945,ABG15691
ABG12221,ABX88195,AAS60383
AAS60730,ABX85184,ABG15940
ABG13276,ABX87328,AAS61903
AAS62582,ABX84940,ABG14021
AAS60820,ABX88025,ABG12052
ABG15568,ABX87743,AAS63266
ABG15141,ABX88187,AAS63110
ABG14386,ABX85766,AAS62693
ABG13115,ABX88508,AAS61850
AAS62445,ABX86702,ABG13873
AAS62059,ABX88662,ABG13341
AAS60381,ABX87403,ABG15407
AAS63486,ABX87517,ABG15748
ABG12252,ABX86750,AAS63617
ABG14718,ABX85800,AAS60934
AAS62407,ABX88430,ABG13725
ABG12150,ABX85223,AAS63374
AAS63958,ABX88404,ABG15708
AAS60322,ABX87022,ABG15464
ABG14112,ABX88253,AAS62776
AAS61729,ABX85887,ABG13091
ABG13035,ABX85200,AAS61249
AAS62671,ABX88585,ABG14362
ABG15295,ABX87158,AAS60415
ABG14143,ABX87435,AAS62807
AAS62212,ABX87887,ABG13521
AAS63966,ABX87393,ABG15701
AAS62563,ABX85315,ABG14005
ABG15291,ABX87800,AAS60419
ABG15803,ABX85781,AAS63887
AAS63654,ABX87807,ABG12291
AAS61633,ABX85537,ABG12765
ABG12844,ABX85309,AAS61707
ABG16015,ABX86317,AAS63868
AAS61782,ABX87543,ABG13189
AAS63675,ABX88664,ABG12313
AAS60464,ABX87694,ABG15244
AAS58533,ABX88765,ABG16316
AAS63269,ABX86856,ABG15571
AAS61172,ABX85337,ABG12904
ABG14208,ABX87103,AAS62864
AAS60524,ABX86932,ABG15561
ABG12183,ABX85707,AAS63409
AAS63226,ABX87778,ABG15008
AAS62787,ABX86719,ABG14123
AAS63764,ABX85365,ABG12318
AAS62954,ABX87557,ABG12525
AAS58567,ABX88733,ABG16271
ABG16084,ABX85463,AAS63556
AAS61020,ABX88468,ABG14632
AAS62963,ABX87159,ABG12515
AAS62670,ABX85996,ABG14361
AAS63204,ABX85822,ABG15034
ABG12887,ABX85299,AAS61188
ABG12807,ABX87751,AAS61674
ABG15249,ABX86880,AAS60461
AAS62400,ABX86363,ABG13716
ABG13834,ABX87965,AAS62012
ABG15775,ABX88379,AAS63513
ABG14051,ABX86730,AAS62610
ABG14536,ABX87125,AAS61105
AAS63162,ABX87032,ABG15085
AAS63852,ABX86033,ABG16030
ABG12308,ABX88660,AAS63670
AAS60540,ABX85803,ABG14884
ABG14307,ABX88615,AAS62749
ABG12113,ABX87238,AAS63339
AAS63471,ABX85427,ABG15735
AAS63703,ABX85587,ABG12384
AAS61474,ABX88288,ABG12621
AAS63977,ABX86471,ABG15690
AAS63638,ABX87413,ABG12274
ABG13204,ABX86807,AAS61770
AAS60431,ABX87228,ABG15280
AAS62890,ABX87759,ABG14236
ABG13534,ABX87670,AAS62222
AAS61259,ABX86570,ABG13026
ABG13224,ABX86204,AAS61747
ABG13211,ABX87578,AAS61762
ABG13667,ABX87925,AAS62348
AAS60935,ABX85751,ABG14717
AAS63674,ABX85099,ABG12312
AAS63352,ABX85566,ABG12126
ABG15033,ABX86369,AAS63205
ABG15757,ABX85617,AAS63495
AAS62748,ABX85138,ABG14308
AAS61605,ABX87398,ABG12734
ABG14006,ABX87895,AAS62564
AAS63777,ABX87506,ABG15508
AAS60740,ABX86314,ABG15931
ABG12646,ABX86334,AAS61449
AAS60949,ABX86142,ABG14702
ABG14383,ABX87622,AAS62690
ABG14375,ABX85950,AAS62682
AAS61215,ABX85594,ABG12855
ABG12266,ABX85064,AAS63633
ABG13783,ABX87559,AAS61957
ABG15433,ABX87881,AAS60352
ABG14605,ABX87582,AAS61048
ABG16105,ABX85633,AAS64146
AAS60350,ABX86837,ABG15435
AAS61791,ABX87225,ABG13181
AAS62778,ABX85696,ABG14114
AAS64124,ABX88432,ABG14972
AAS62043,ABX85102,ABG13798
ABG15070,ABX86727,AAS63177
AAS64158,ABX86525,ABG16118
ABG15582,ABX86107,AAS63281
AAS62203,ABX85745,ABG13512
AAS61659,ABX85615,ABG12791
AAS63716,ABX86384,ABG12372
AAS63943,ABX84754,ABG16071
AAS62476,ABX87361,ABG13914
ABG15613,ABX86026,AAS64054
ABG13877,ABX85045,AAS62449
AAS63258,ABX85890,ABG11986
ABG13505,ABX85376,AAS62196
AAS61641,ABX85958,ABG12773
AAS60635,ABX84964,ABG14782
AAS60571,ABX88310,ABG14851
AAS62869,ABX88513,ABG14213
AAS63686,ABX87195,ABG12401
AAS62714,ABX85332,ABG14411
AAS62621,ABX85838,ABG14061
AAS62209,ABX86354,ABG13518
ABG16296,ABX88715,AAS58593
ABG13741,ABX86638,AAS62424
AAS61270,ABX86971,ABG13015
ABG14723,ABX84916,AAS60928
AAS62371,ABX86267,ABG13689
ABG15026,ABX87844,AAS63212
AAS63334,ABX85911,ABG12108
ABG13922,ABX86527,AAS62483
AAS61562,ABX86782,ABG12955
AAS62722,ABX87132,ABG14419
AAS63750,ABX87360,ABG12333
AAS60549,ABX87498,ABG14876
ABG13933,ABX88039,AAS62496
ABG12250,ABX86001,AAS63615
ABG13981,ABX85655,AAS62540
AAS62189,ABX86129,ABG13497
ABG12076,ABX88364,AAS63303
AAS63353,ABX88163,ABG12127
AAS63929,ABX86972,ABG15846
ABG15846,ABX86972,AAS63929
ABG12758,ABX87392,AAS61625
AAS62956,ABX85182,ABG12523
AAS63060,ABX85175,ABG12455
AAS61383,ABX86152,ABG14489
AAS62240,ABX85768,ABG13551
AAS63957,ABX87862,ABG15709
AAS63707,ABX87708,ABG12380
AAS63859,ABX85264,ABG16024
ABG16036,ABX85713,AAS63845
ABG12756,ABX88459,AAS61623
ABG15987,ABX86656,AAS60682
ABG16273,ABX88770,AAS58569
AAS60892,ABX85821,ABG14925
ABG15097,ABX87363,AAS63149
AAS63066,ABX87280,ABG12461
ABG15672,ABX87026,AAS63993
ABG14075,ABX86709,AAS62635
AAS61991,ABX85420,ABG13856
AAS61565,ABX85516,ABG12951
AAS62771,ABX85636,ABG14106
ABG14061,ABX85838,AAS62621
AAS63523,ABX88023,ABG15785
AAS61155,ABX87176,ABG12924
ABG12679,ABX85667,AAS61420
ABG12769,ABX85929,AAS61637
ABG13366,ABX88340,AAS62083
ABG15708,ABX88404,AAS63958
ABG14491,ABX86951,AAS61385
ABG14864,ABX85626,AAS60559
ABG15934,ABX85867,AAS60737
ABG14763,ABX88425,AAS60618
AAS60512,ABX86811,ABG15197
ABG16062,ABX88070,AAS63536
ABG12971,ABX85190,AAS61546
ABG12922,ABX86115,AAS61157
ABG13192,ABX85079,AAS61779
AAS62932,ABX87339,ABG14283
ABG15192,ABX87188,AAS60517
ABG15005,ABX87454,AAS63229
ABG13896,ABX87914,AAS62465
AAS63265,ABX85710,ABG15567
AAS62072,ABX85488,ABG13354
AAS62986,ABX87055,ABG12492
AAS61719,ABX85752,ABG13080
AAS63356,ABX87981,ABG12130
ABG12241,ABX85408,AAS63608
ABG12389,ABX85135,AAS63699
ABG13002,ABX87224,AAS61517
ABG15066,ABX87860,AAS63181
AAS64056,ABX86459,ABG15611
AAS63318,ABX88402,ABG12091
AAS63909,ABX84874,ABG15826
ABG16045,ABX86859,AAS63837
AAS62302,ABX85982,ABG13620
AAS62767,ABX86128,ABG14102
AAS63126,ABX86546,ABG15124
AAS62422,ABX85229,ABG13739
ABG12547,ABX87984,AAS61305
AAS62455,ABX87970,ABG13886
ABG12518,ABX88535,AAS62960
ABG13413,ABX87817,AAS62124
AAS60472,ABX85478,ABG15237
AAS62402,ABX86751,ABG13718
ABG14577,ABX84963,AAS61073
ABG13474,ABX86607,AAS62167
ABG13583,ABX88518,AAS62267
AAS63445,ABX88073,ABG15402
AAS62326,ABX85412,ABG13646
ABG14834,ABX88050,AAS60587
AAS61293,ABX87961,ABG12559
AAS61160,ABX88236,ABG12919
AAS63097,ABX87707,ABG15155
ABG13960,ABX85940,AAS62520
ABG15077,ABX85044,AAS63169
AAS60844,ABX86586,ABG12028
ABG12217,ABX87126,AAS63441
ABG16221,ABX84857,AAS58735
ABG12722,ABX86469,AAS61595
ABG15976,ABX85281,AAS60693
AAS64142,ABX88181,ABG16102
AAS63039,ABX88365,ABG12437
ABG14058,ABX88190,AAS62617
ABG14079,ABX88283,AAS62638
ABG12008,ABX87761,AAS63237
AAS61899,ABX85628,ABG13272
AAS60469,ABX85101,ABG15240
ABG15217,ABX85286,AAS60491
AAS61982,ABX84876,ABG13865
ABG13779,ABX85352,AAS61961
AAS61463,ABX88287,ABG12631
ABG14294,ABX87630,AAS62763
AAS63988,ABX87253,ABG15677
AAS62159,ABX86352,ABG13466
ABG12804,ABX84948,AAS61671
ABG15460,ABX88355,AAS60326
ABG13848,ABX88108,AAS61999
AAS61071,ABX88657,ABG14579
ABG15424,ABX86034,AAS60361
AAS60715,ABX86378,ABG15955
AAS61509,ABX85903,ABG12585
ABG13800,ABX86781,AAS62041
ABG15664,ABX87728,AAS64001
AAS63544,ABX85001,ABG16067
AAS58709,ABX84760,ABG16197
ABG14401,ABX87326,AAS62705
ABG13546,ABX86763,AAS62235
ABG14265,ABX87561,AAS62915
AAS62811,ABX86539,ABG14148
AAS63319,ABX87878,ABG12092
AAS62144,ABX87847,ABG13432
AAS63542,ABX85907,ABG16065
ABG13716,ABX86363,AAS62400
AAS63526,ABX86940,ABG15789
AAS63669,ABX88142,ABG12307
AAS62428,ABX87298,ABG13745
ABG15446,ABX84929,AAS60340
AAS63042,ABX87367,ABG12440
AAS61299,ABX86490,ABG12553
ABG14856,ABX88056,AAS60566
AAS62082,ABX88567,ABG13365
ABG12200,ABX86582,AAS63424
ABG14892,ABX87794,AAS60532
ABG15485,ABX87273,AAS60301
AAS61476,ABX87945,ABG12619
AAS62673,ABX85985,ABG14366
AAS63672,ABX88347,ABG12310
AAS63273,ABX87252,ABG15574
ABG13140,ABX86216,AAS61829
ABG15704,ABX85287,AAS63962
AAS58657,ABX84853,ABG16158
ABG13172,ABX88262,AAS61797
AAS58660,ABX84797,ABG16161
ABG14355,ABX86931,AAS62664
AAS62873,ABX87712,ABG14217
ABG14791,ABX87904,AAS60644
ABG14713,ABX88593,AAS60939
AAS60863,ABX85104,ABG14954
ABG15567,ABX85710,AAS63265
ABG13217,ABX87471,AAS61755
AAS60634,ABX85906,ABG14781
ABG12046,ABX88633,AAS60826
AAS62692,ABX86088,ABG14385
