AAS61939,ABX87162,ABG13314
AAS63386,ABX86268,ABG12161
AAS63856,ABX87796,ABG16027
ABG13799,ABX86743,AAS62042
ABG14504,ABX86833,AAS61398
ABG14871,ABX85017,AAS60554
AAS63125,ABX86005,ABG15125
AAS58702,ABX84861,ABG16191
AAS62180,ABX86316,ABG13487
AAS61765,ABX86574,ABG13208
AAS61586,ABX86359,ABG12713
AAS63173,ABX87772,ABG15074
AAS58655,ABX84806,ABG16156
ABG12934,ABX86131,AAS61145
ABG13111,ABX88497,AAS61854
AAS61665,ABX86663,ABG12797
AAS62024,ABX85058,ABG13818
AAS63245,ABX88131,ABG12001
ABG12568,ABX85661,AAS61284
ABG13551,ABX85768,AAS62240
AAS60886,ABX85530,ABG14930
AAS60329,ABX86707,ABG15457
AAS62587,ABX87319,ABG14026
AAS63372,ABX85256,ABG12148
AAS63302,ABX86019,ABG12075
ABG13323,ABX86895,AAS62046
AAS62537,ABX88045,ABG13977
AAS60678,ABX88584,ABG15991
AAS62777,ABX86139,ABG14113
ABG16241,ABX84752,AAS58766
AAS61215,ABX85594,ABG12855
ABG13564,ABX86160,AAS62253
ABG12424,ABX88211,AAS63026
AAS63364,ABX88250,ABG12140
AAS63005,ABX87649,ABG12469
AAS61827,ABX87270,ABG13142
AAS58535,ABX88723,ABG16318
AAS60741,ABX84980,ABG15930
AAS61076,ABX86166,ABG14574
AAS61886,ABX88274,ABG13258
ABG12858,ABX88249,AAS61212
ABG14254,ABX88257,AAS62906
ABG13602,ABX85430,AAS62284
AAS64150,ABX86778,ABG16110
AAS61451,ABX86553,ABG12644
ABG15094,ABX88317,AAS63153
ABG14949,ABX87191,AAS60868
AAS60647,ABX85635,ABG14794
AAS58563,ABX88745,ABG16267
ABG15796,ABX84909,AAS63533
AAS61863,ABX85527,ABG13102
ABG13687,ABX85630,AAS62369
ABG14571,ABX87198,AAS61079
AAS58656,ABX84771,ABG16157
ABG14783,ABX86489,AAS60636
ABG12400,ABX87711,AAS63687
ABG14415,ABX87475,AAS62718
AAS61941,ABX88568,ABG13316
AAS63700,ABX85081,ABG12388
AAS61118,ABX85936,ABG14527
AAS63748,ABX85666,ABG12336
AAS60575,ABX88576,ABG14846
ABG15490,ABX88377,AAS60296
ABG12031,ABX87203,AAS60841
ABG13893,ABX88596,AAS62462
AAS62058,ABX86448,ABG13340
ABG15613,ABX86026,AAS64054
ABG16035,ABX85290,AAS63846
ABG13220,ABX87816,AAS61752
ABG16294,ABX88720,AAS58589
ABG13959,ABX87607,AAS62519
ABG12743,ABX88582,AAS61612
AAS63782,ABX86580,ABG15513
AAS60437,ABX86700,ABG15274
ABG13404,ABX88268,AAS62116
AAS63465,ABX86060,ABG15729
AAS60322,ABX87022,ABG15464
ABG13981,ABX85655,AAS62540
ABG11994,ABX85480,AAS63252
ABG12324,ABX85536,AAS63758
AAS63542,ABX85907,ABG16065
AAS61132,ABX87138,ABG12691
AAS63046,ABX88259,ABG12444
AAS63149,ABX87363,ABG15097
ABG14208,ABX87103,AAS62864
ABG15815,ABX88318,AAS63898
ABG14171,ABX87204,AAS62833
ABG12356,ABX86978,AAS63733
AAS63328,ABX86272,ABG12101
AAS60614,ABX85798,ABG14760
AAS62463,ABX87131,ABG13894
AAS62928,ABX85374,ABG14279
ABG16224,ABX84744,AAS58731
AAS60472,ABX85478,ABG15237
ABG16150,ABX84777,AAS58649
AAS63226,ABX87778,ABG15008
ABG14791,ABX87904,AAS60644
ABG14094,ABX88407,AAS62944
AAS63486,ABX87517,ABG15748
AAS60856,ABX85277,ABG12016
ABG14692,ABX86964,AAS60959
AAS63308,ABX87429,ABG12081
ABG13554,ABX86056,AAS62243
AAS62627,ABX85567,ABG14067
AAS63834,ABX85335,ABG16048
AAS58560,ABX88721,ABG16264
AAS60783,ABX88314,ABG15886
AAS60534,ABX86925,ABG14890
AAS63452,ABX88300,ABG15393
ABG15055,ABX86163,AAS63189
ABG16253,ABX88775,AAS58546
AAS63266,ABX87743,ABG15568
AAS61401,ABX85813,ABG14508
ABG12022,ABX85944,AAS60850
ABG14639,ABX84930,AAS61013
ABG14324,ABX86081,AAS62734
AAS61113,ABX88675,ABG14529
ABG12381,ABX87180,AAS63706
ABG14905,ABX86591,AAS60910
AAS60484,ABX85212,ABG15224
AAS61065,ABX87116,ABG14588
ABG14952,ABX87296,AAS60865
ABG12734,ABX87398,AAS61605
AAS62783,ABX88208,ABG14119
ABG15069,ABX85158,AAS63178
AAS63867,ABX87250,ABG16016
ABG15439,ABX88344,AAS60345
AAS60919,ABX86404,ABG14732
AAS61375,ABX87513,ABG14478
ABG13783,ABX87559,AAS61957
AAS61109,ABX86994,ABG14533
ABG12796,ABX86224,AAS61664
ABG12665,ABX88415,AAS61433
AAS60600,ABX88232,ABG14745
AAS60546,ABX88473,ABG14879
AAS63536,ABX88070,ABG16062
AAS62418,ABX85142,ABG13735
AAS63255,ABX84932,ABG11989
ABG15853,ABX87640,AAS63937
ABG15252,ABX86687,AAS60458
ABG13076,ABX87311,AAS61714
ABG14556,ABX87415,AAS61088
AAS61247,ABX86196,ABG13037
AAS62795,ABX85202,ABG14131
ABG13923,ABX85316,AAS62484
ABG14773,ABX85964,AAS60627
ABG12206,ABX88354,AAS63430
AAS61372,ABX84958,ABG14474
AAS63417,ABX87749,ABG12193
ABG14071,ABX86786,AAS62631
AAS64017,ABX86342,ABG15648
ABG15678,ABX86819,AAS63987
ABG14685,ABX86572,AAS60966
ABG15153,ABX84988,AAS63099
ABG15687,ABX88143,AAS63980
ABG13499,ABX85076,AAS62191
ABG14957,ABX88162,AAS64137
ABG15573,ABX86537,AAS63272
AAS63381,ABX85552,ABG12156
ABG12712,ABX87856,AAS61585
ABG14623,ABX87386,AAS61029
ABG12162,ABX85622,AAS63387
AAS62448,ABX87388,ABG13876
ABG12970,ABX86324,AAS61547
AAS63201,ABX84912,ABG15040
ABG14537,ABX86801,AAS61104
ABG15674,ABX86427,AAS63991
ABG14589,ABX85361,AAS61064
ABG13729,ABX85183,AAS62412
ABG14671,ABX87305,AAS60983
AAS63527,ABX86498,ABG15790
ABG12501,ABX85912,AAS62977
AAS58546,ABX88775,ABG16253
ABG13396,ABX86814,AAS62108
AAS60778,ABX85559,ABG15891
AAS63615,ABX86001,ABG12250
ABG12826,ABX86508,AAS61689
AAS62016,ABX86846,ABG13827
AAS62858,ABX87768,ABG14199
ABG13229,ABX86370,AAS61745
ABG14246,ABX85446,AAS62898
ABG13184,ABX86937,AAS61787
ABG15541,ABX88514,AAS63811
AAS62541,ABX86923,ABG13982
AAS61179,ABX85059,ABG12895
ABG14005,ABX85315,AAS62563
ABG15250,ABX86671,AAS60460
ABG13662,ABX87143,AAS62343
AAS62550,ABX86741,ABG13991
AAS63167,ABX88164,ABG15081
ABG12663,ABX87705,AAS61435
ABG16130,ABX87448,AAS64170
ABG16285,ABX88730,AAS58581
ABG15021,ABX86619,AAS63217
AAS60934,ABX85800,ABG14718
ABG12972,ABX87308,AAS61545
AAS62615,ABX87776,ABG14056
ABG14135,ABX87293,AAS62799
AAS60508,ABX87299,ABG15201
ABG14520,ABX86889,AAS61127
ABG14014,ABX85563,AAS62572
AAS61516,ABX88486,ABG13003
AAS61616,ABX88058,ABG12749
ABG12830,ABX85790,AAS61693
ABG16312,ABX88787,AAS58526
ABG15661,ABX87200,AAS64002
AAS63457,ABX87037,ABG15389
ABG14470,ABX87676,AAS61368
AAS62019,ABX86571,ABG13823
AAS62717,ABX87974,ABG14414
AAS62247,ABX88200,ABG13558
ABG15092,ABX87402,AAS63155
AAS60454,ABX87733,ABG15256
AAS61632,ABX85848,ABG12764
ABG13620,ABX85982,AAS62302
ABG12023,ABX87110,AAS60849
AAS60708,ABX88097,ABG15961
AAS63660,ABX85425,ABG12297
AAS62998,ABX86906,ABG12479
AAS62303,ABX85428,ABG13621
AAS63990,ABX86176,ABG15675
ABG12230,ABX87153,AAS60392
AAS62499,ABX87764,ABG13936
ABG12018,ABX85384,AAS60854
ABG15843,ABX85111,AAS63926
ABG13640,ABX87608,AAS62321
AAS61839,ABX87635,ABG13128
ABG15658,ABX85827,AAS64006
AAS61099,ABX87579,ABG14542
ABG12068,ABX86388,AAS63295
ABG16124,ABX86421,AAS64164
ABG15491,ABX86890,AAS60295
ABG12079,ABX87066,AAS63306
ABG14426,ABX87843,AAS61326
ABG13110,ABX85164,AAS61855
ABG15231,ABX86641,AAS60478
ABG15838,ABX85078,AAS63921
ABG14240,ABX86144,AAS62895
ABG15730,ABX85784,AAS63466
ABG13863,ABX86520,AAS61984
ABG15500,ABX86808,AAS63769
AAS61382,ABX86148,ABG14488
ABG12490,ABX86509,AAS62989
AAS60371,ABX87781,ABG15415
ABG12275,ABX87014,AAS63639
AAS60963,ABX85114,ABG14688
AAS63761,ABX85233,ABG12321
AAS62885,ABX84928,ABG14229
ABG12042,ABX85457,AAS60830
ABG16189,ABX84813,AAS58700
AAS62947,ABX86542,ABG14091
AAS63326,ABX87573,ABG12099
ABG13779,ABX85352,AAS61961
AAS60977,ABX87603,ABG14676
AAS62802,ABX85236,ABG14138
ABG12762,ABX86620,AAS61629
ABG12232,ABX88000,AAS60396
ABG12983,ABX85607,AAS61536
AAS63502,ABX87046,ABG15764
ABG12281,ABX88424,AAS63645
ABG15193,ABX85024,AAS60516
ABG14450,ABX87479,AAS61348
AAS61107,ABX87519,ABG14534
ABG15811,ABX85052,AAS63894
AAS61283,ABX87779,ABG12569
AAS63772,ABX86385,ABG15503
ABG13947,ABX86201,AAS62509
ABG13865,ABX84876,AAS61982
ABG12605,ABX87283,AAS61489
AAS63499,ABX85960,ABG15761
AAS63637,ABX85080,ABG12273
AAS63480,ABX85605,ABG15744
AAS63137,ABX87135,ABG15109
ABG13818,ABX85058,AAS62024
AAS58581,ABX88730,ABG16285
ABG13742,ABX86058,AAS62425
ABG13572,ABX86601,AAS62261
AAS62002,ABX87150,ABG13845
ABG15971,ABX86100,AAS60698
AAS61565,ABX85516,ABG12951
ABG15785,ABX88023,AAS63523
ABG15931,ABX86314,AAS60740
AAS63039,ABX88365,ABG12437
AAS61258,ABX87021,ABG13027
ABG12493,ABX88292,AAS62985
AAS58602,ABX88781,ABG16303
ABG16089,ABX85301,AAS63561
AAS62260,ABX87048,ABG13571
AAS63513,ABX88379,ABG15775
ABG14756,ABX87802,AAS60610
ABG13800,ABX86781,AAS62041
ABG14531,ABX88133,AAS61111
ABG12290,ABX85350,AAS63653
ABG12342,ABX85579,AAS63742
AAS61168,ABX87551,ABG12910
ABG12169,ABX86214,AAS63394
AAS63683,ABX85424,ABG12404
ABG12937,ABX86745,AAS61142
ABG12524,ABX87952,AAS62955
AAS62598,ABX87978,ABG14039
AAS60988,ABX85572,ABG14668
AAS60669,ABX85495,ABG14820
ABG14295,ABX88378,AAS62762
AAS64122,ABX87301,ABG14973
AAS61349,ABX88207,ABG14451
AAS61198,ABX85145,ABG12872
ABG16269,ABX88778,AAS58565
ABG13846,ABX87692,AAS62001
ABG14558,ABX86838,AAS61087
ABG12075,ABX86019,AAS63302
ABG14864,ABX85626,AAS60559
ABG16286,ABX88746,AAS58582
ABG15138,ABX87118,AAS63113
AAS60376,ABX85201,ABG15411
AAS63142,ABX87340,ABG15104
AAS58567,ABX88733,ABG16271
AAS62606,ABX88171,ABG14047
ABG12053,ABX87065,AAS60819
ABG15285,ABX88100,AAS60426
AAS62034,ABX86277,ABG13809
AAS61287,ABX88017,ABG12565
AAS63670,ABX88660,ABG12308
AAS61048,ABX87582,ABG14605
AAS62190,ABX86551,ABG13498
ABG13024,ABX85638,AAS61261
ABG15533,ABX84998,AAS63801
ABG13379,ABX87478,AAS62094
ABG12154,ABX85090,AAS63379
AAS63753,ABX85663,ABG12329
AAS61522,ABX87382,ABG12997
ABG15961,ABX88097,AAS60708
ABG15146,ABX86222,AAS63105
ABG12956,ABX87334,AAS61561
AAS63895,ABX86234,ABG15812
AAS61276,ABX87584,ABG12576
ABG15261,ABX86070,AAS60449
AAS64172,ABX86731,ABG16132
AAS58744,ABX84836,ABG16217
ABG15824,ABX87560,AAS63907
ABG14785,ABX88037,AAS60638
ABG14680,ABX86437,AAS60972
AAS61783,ABX86924,ABG13188
ABG14937,ABX86322,AAS60880
AAS60901,ABX87937,ABG14917
AAS63699,ABX85135,ABG12389
AAS62387,ABX86849,ABG13703
ABG12586,ABX85720,AAS61508
AAS62493,ABX84913,ABG13931
AAS64120,ABX87916,ABG14975
ABG12269,ABX88638,AAS63631,ABG12264
AAS58568,ABX88731,ABG16272
ABG15680,ABX87859,AAS63985
ABG12997,ABX87382,AAS61522
AAS63447,ABX85749,ABG15400
ABG12548,ABX87149,AAS61304
ABG16187,ABX84830,AAS58697
AAS61488,ABX86710,ABG12606
AAS62417,ABX87071,ABG13734
AAS62193,ABX85879,ABG13503
AAS63183,ABX85116,ABG15064
AAS61621,ABX87234,ABG12754
ABG14822,ABX88612,AAS60671
ABG13590,ABX87112,AAS62274
ABG14544,ABX88264,AAS61097
ABG15425,ABX86207,AAS60360
AAS60513,ABX86835,ABG15196
ABG14000,ABX87174,AAS62558
ABG12808,ABX88297,AAS61675
AAS63827,ABX87786,ABG16056
ABG15669,ABX87576,AAS63996
AAS63563,ABX88376,ABG16091
ABG16274,ABX88711,AAS58571
AAS61968,ABX87954,ABG13772
ABG14297,ABX86014,AAS62760
AAS64134,ABX87569,ABG14962
AAS60940,ABX87658,ABG14712
ABG15273,ABX85606,AAS60438
AAS61351,ABX85434,ABG14453
AAS63625,ABX86016,ABG12259
ABG13267,ABX85959,AAS61895
ABG16113,ABX85426,AAS64153
ABG14613,ABX86065,AAS61040
ABG15006,ABX86832,AAS63228
ABG15969,ABX86984,AAS60700
ABG14474,ABX84958,AAS61372
AAS61071,ABX88657,ABG14579
ABG15072,ABX85888,AAS63175
ABG15114,ABX86410,AAS63133
ABG12619,ABX87945,AAS61476
AAS61397,ABX87489,ABG14503
ABG13114,ABX86790,AAS61851
ABG13557,ABX87213,AAS62246
ABG12900,ABX88082,AAS61174
AAS60999,ABX86463,ABG14654
AAS61648,ABX86066,ABG12780
AAS61619,ABX85880,ABG12752
AAS61213,ABX84970,ABG12857
AAS62179,ABX88242,ABG13486
AAS61845,ABX85956,ABG13123
ABG14359,ABX88680,AAS62668
ABG12265,ABX87430,AAS63632
ABG14013,ABX86805,AAS62571
AAS62106,ABX86090,ABG13393
AAS64063,ABX85154,ABG15604
AAS62935,ABX85731,ABG14286
AAS63491,ABX87421,ABG15753
ABG14879,ABX88473,AAS60546
AAS60594,ABX87593,ABG14739
AAS63478,ABX87005,ABG15741
AAS61323,ABX85129,ABG14423
AAS63516,ABX87729,ABG15778
ABG14917,ABX87937,AAS60901
AAS62082,ABX88567,ABG13365
AAS62472,ABX88345,ABG13907
ABG14124,ABX86181,AAS62788
ABG12110,ABX85957,AAS63336
ABG12654,ABX84917,AAS61441
AAS64133,ABX87128,ABG14963
ABG14677,ABX87136,AAS60976
ABG12980,ABX87503,AAS61539
ABG16062,ABX88070,AAS63536
AAS60551,ABX87189,ABG14874
AAS60798,ABX85894,ABG15873
ABG15556,ABX87710,AAS63825
AAS63691,ABX85021,ABG12396
ABG14402,ABX86773,AAS62706
ABG12312,ABX85099,AAS63674
AAS60555,ABX86626,ABG14870
AAS60351,ABX87124,ABG15434
ABG13507,ABX86367,AAS62198
AAS61519,ABX88121,ABG13000
AAS61029,ABX87386,ABG14623
AAS63903,ABX86400,ABG15820
AAS62137,ABX85677,ABG13426
AAS63199,ABX88083,ABG15042
AAS63063,ABX88482,ABG12458
ABG12460,ABX87648,AAS63065
AAS61425,ABX87619,ABG12673
AAS64169,ABX87010,ABG16129
ABG12635,ABX86434,AAS61459
AAS60299,ABX85098,ABG15487
AAS63247,ABX88597,ABG11999
ABG15565,ABX85402,AAS63263
AAS61539,ABX87503,ABG12980
AAS61414,ABX85364,ABG12685
AAS62218,ABX87481,ABG13530
ABG12246,ABX85694,AAS63611
ABG14376,ABX86742,AAS62683
AAS61912,ABX85512,ABG13289
ABG15218,ABX86155,AAS60490
ABG14872,ABX85756,AAS60553
ABG12814,ABX86676,AAS61681
ABG14458,ABX87215,AAS61356
ABG15964,ABX85639,AAS60705
ABG13731,ABX85876,AAS62414
ABG12488,ABX85969,AAS62990
ABG15247,ABX87928,AAS60462
AAS61034,ABX87152,ABG14618
ABG14709,ABX86377,AAS60944
AAS61997,ABX85461,ABG13850
AAS62753,ABX85106,ABG14303
ABG15975,ABX87827,AAS60694
ABG12925,ABX86865,AAS61154
AAS61203,ABX88279,ABG12867
AAS63908,ABX88668,ABG15825
ABG15684,ABX86718,AAS63983
ABG13816,ABX85657,AAS62026
AAS60925,ABX86452,ABG14726
AAS61669,ABX86031,ABG12802
ABG12650,ABX88395,AAS61445
ABG15737,ABX85267,AAS63474
ABG14404,ABX86677,AAS62708
AAS61612,ABX88582,ABG12743
ABG15240,ABX85101,AAS60469
ABG16017,ABX87666,AAS63866
AAS62500,ABX85343,ABG13937
ABG16132,ABX86731,AAS64172
ABG12214,ABX85709,AAS63438
AAS60766,ABX86325,ABG15901
AAS60889,ABX85056,ABG14927
AAS63887,ABX85781,ABG15803
ABG12357,ABX86076,AAS63732
ABG15401,ABX85206,AAS63446
AAS61675,ABX88297,ABG12808
AAS63971,ABX85341,ABG15696
ABG13792,ABX87042,AAS61948
AAS61209,ABX85492,ABG12861
ABG12682,ABX85954,AAS61417
AAS60961,ABX87787,ABG14690
AAS61317,ABX85009,ABG12536
AAS62773,ABX88230,ABG14109
ABG13371,ABX85275,AAS62088
ABG12662,ABX87322,AAS61436
AAS60747,ABX87746,ABG15924
AAS63838,ABX87287,ABG16044
ABG14482,ABX87377,AAS61378
AAS63041,ABX86961,ABG12439
ABG13430,ABX86772,AAS62142
AAS63309,ABX87574,ABG12082
ABG12396,ABX85021,AAS63691
AAS58558,ABX88728,ABG16262
AAS62592,ABX86693,ABG14031
ABG12815,ABX86365,AAS61682
AAS63269,ABX86856,ABG15571
ABG16221,ABX84857,AAS58735
AAS62187,ABX88256,ABG13495
ABG15699,ABX88248,AAS63968
AAS60418,ABX88658,ABG15292
ABG15547,ABX85467,AAS63817
AAS63321,ABX88490,ABG12094
AAS62086,ABX85688,ABG13369
ABG16267,ABX88745,AAS58563
AAS62118,ABX87352,ABG13407
AAS62411,ABX85558,ABG13728
ABG15568,ABX87743,AAS63266
AAS61464,ABX87737,ABG12630
ABG12288,ABX86517,AAS63651
ABG14427,ABX87290,AAS61328
AAS63065,ABX87648,ABG12460
ABG13422,ABX86936,AAS62133
AAS62547,ABX85574,ABG13988
AAS63294,ABX87922,ABG12067
ABG15886,ABX88314,AAS60783
ABG12754,ABX87234,AAS61621
AAS62532,ABX87792,ABG13969
ABG13807,ABX86396,AAS62036
AAS63840,ABX88599,ABG16042
AAS61458,ABX86416,ABG12636
ABG14708,ABX87342,AAS60945
AAS61970,ABX85820,ABG13770
ABG14622,ABX85068,AAS61030
AAS61177,ABX88020,ABG12897
AAS64149,ABX87995,ABG16109
ABG13313,ABX86840,AAS61938
AAS63094,ABX84750,ABG15159
AAS60640,ABX86765,ABG14787
ABG12362,ABX88252,AAS62317
AAS62633,ABX87788,ABG14073
ABG16074,ABX85195,AAS63548
AAS61571,ABX87740,ABG12697
AAS61436,ABX87322,ABG12662
AAS61416,ABX88104,ABG12683
AAS63197,ABX86581,ABG15045
AAS60662,ABX88517,ABG14810
AAS64155,ABX87910,ABG16115
AAS64057,ABX86857,ABG15610
AAS63951,ABX85659,ABG15714
ABG13084,ABX85143,AAS61723
AAS60625,ABX87267,ABG14771
AAS63004,ABX87115,ABG12470
AAS63432,ABX87812,ABG12208
AAS61761,ABX86063,ABG13212
ABG12447,ABX87081,AAS63050
AAS61958,ABX87133,ABG13782
AAS62367,ABX88313,ABG13685
ABG14169,ABX87700,AAS62831
ABG16262,ABX88728,AAS58558
ABG14978,ABX86613,AAS64117
ABG12880,ABX86249,AAS61192
ABG13755,ABX87061,AAS62438
ABG15475,ABX87646,AAS60311
ABG14502,ABX86101,AAS61396
AAS58763,ABX84843,ABG16238
ABG13222,ABX86289,AAS61749
AAS61549,ABX88139,ABG12968
ABG13715,ABX88453,AAS62398
AAS60787,ABX87837,ABG15883
ABG16065,ABX85907,AAS63542
ABG12649,ABX84965,AAS61446
AAS61136,ABX85373,ABG12947
AAS62431,ABX88570,ABG13747
AAS63901,ABX87207,ABG15818
ABG12444,ABX88259,AAS63046
ABG13751,ABX86436,AAS62435
ABG16230,ABX84822,AAS58698
AAS61737,ABX86044,ABG13238
AAS58539,ABX88712,ABG16324
ABG15844,ABX88312,AAS63927
ABG14161,ABX86623,AAS62823
AAS63649,ABX84766,ABG14507
AAS63795,ABX85322,ABG15521
AAS63798,ABX88524,ABG15527
AAS62889,ABX85757,ABG14235
ABG14387,ABX86451,AAS62694
ABG14148,ABX86539,AAS62811
AAS61191,ABX85493,ABG12881
AAS60345,ABX88344,ABG15439
ABG13674,ABX85311,AAS62356
AAS63708,ABX85804,ABG12379
ABG13260,ABX87467,AAS61888
AAS63092,ABX87264,ABG15160
ABG14911,ABX86675,AAS60905
ABG12465,ABX85349,AAS63009
ABG15884,ABX85770,AAS60785
AAS58542,ABX88738,ABG16249
ABG12758,ABX87392,AAS61625
AAS62716,ABX88261,ABG14413
ABG12554,ABX84895,AAS61298
AAS62957,ABX85778,ABG12522
ABG14730,ABX87533,AAS60921
AAS62363,ABX86501,ABG13681
ABG13521,ABX87887,AAS62212
AAS61294,ABX87447,ABG12558
ABG15064,ABX85116,AAS63183
ABG15697,ABX86263,AAS63970
ABG14255,ABX87848,AAS62907
ABG12208,ABX87812,AAS63432
AAS62890,ABX87759,ABG14236
AAS62447,ABX87774,ABG13875
ABG15934,ABX85867,AAS60737
ABG13670,ABX87992,AAS62352
ABG14638,ABX88125,AAS61014
AAS61271,ABX85443,ABG13014
ABG13365,ABX88567,AAS62082
AAS63209,ABX85293,ABG15029
ABG15746,ABX88626,AAS63482
ABG14201,ABX88511,AAS62860
ABG15107,ABX87154,AAS63139
ABG15155,ABX87707,AAS63097
ABG13210,ABX87588,AAS61763
AAS64037,ABX87723,ABG15629
AAS61772,ABX85399,ABG13201
ABG14565,ABX86697,AAS61084
AAS62112,ABX85196,ABG13400
AAS63950,ABX86175,ABG15715
AAS62234,ABX88113,ABG13545
ABG16301,ABX88747,AAS58598
AAS62760,ABX86014,ABG14297
AAS63926,ABX85111,ABG15843
AAS62185,ABX87423,ABG13492
ABG13938,ABX84938,AAS62501
AAS63852,ABX86033,ABG16030
AAS61713,ABX86064,ABG13075
AAS63429,ABX87119,ABG12205
AAS61050,ABX87702,ABG14603
AAS60858,ABX85905,ABG12014
ABG12633,ABX85087,AAS61461
AAS63344,ABX85005,ABG12118
ABG16211,ABX84745,AAS58750
AAS62088,ABX85275,ABG13371
AAS62605,ABX85406,ABG14046
AAS64112,ABX87972,ABG14986
AAS61752,ABX87816,ABG13220
ABG14044,ABX85909,AAS62603
ABG13405,ABX85437,AAS62117
ABG13666,ABX85531,AAS62347
AAS61977,ABX86429,ABG13760
AAS61792,ABX85029,ABG13177
ABG12131,ABX88110,AAS63357
AAS63862,ABX87289,ABG16021
ABG12378,ABX85022,AAS63709
ABG12538,ABX87907,AAS61315
ABG15448,ABX87577,AAS60338
AAS62311,ABX85676,ABG13629
AAS62142,ABX86772,ABG13430
ABG15082,ABX85767,AAS63166
ABG12226,ABX85137,AAS60388
ABG15776,ABX87013,AAS63514
AAS63828,ABX88330,ABG16055
ABG13685,ABX88313,AAS62367
AAS60360,ABX86207,ABG15425
AAS62748,ABX85138,ABG14308
AAS61636,ABX87571,ABG12768
ABG13860,ABX86968,AAS61987
AAS63229,ABX87454,ABG15005
AAS63809,ABX87404,ABG15539
AAS62755,ABX85643,ABG14301
ABG15882,ABX85471,AAS60788
AAS61142,ABX86745,ABG12937
AAS60392,ABX87153,ABG12230
ABG13492,ABX87423,AAS62185
AAS63295,ABX86388,ABG12068
AAS63177,ABX86727,ABG15070
ABG15627,ABX88583,AAS64040
ABG16177,ABX84764,AAS58686
AAS61527,ABX87444,ABG12992
ABG14204,ABX88040,AAS62861
ABG12979,ABX86934,AAS61540
AAS62067,ABX86977,ABG13349
AAS63020,ABX88693,ABG12418
ABG16145,ABX84801,AAS58645
ABG13847,ABX85586,AAS62000
ABG14538,ABX87365,AAS61103
AAS63330,ABX88348,ABG12103
ABG15801,ABX86643,AAS63885
AAS63378,ABX87372,ABG12153
AAS61972,ABX86625,ABG13768
ABG12698,ABX85368,AAS61572
AAS63196,ABX84896,ABG15046
AAS62857,ABX84865,ABG14198
ABG14465,ABX87091,AAS61361
ABG14386,ABX85766,AAS62693
ABG16293,ABX88783,AAS58587
ABG13915,ABX86834,AAS62477
AAS62263,ABX87809,ABG13579
ABG12512,ABX85010,AAS62966
AAS60338,ABX87577,ABG15448
ABG13754,ABX88146,AAS62437
ABG14686,ABX86445,AAS60965
ABG15790,ABX86498,AAS63527
AAS63896,ABX85680,ABG15813
ABG15235,ABX86725,AAS60474
ABG12950,ABX87522,AAS61566
AAS62284,ABX85430,ABG13602
ABG16227,ABX84846,AAS58683
AAS61036,ABX87294,ABG14616
AAS62835,ABX88581,ABG14172
AAS63374,ABX85223,ABG12150
AAS62199,ABX85833,ABG13508
ABG13199,ABX88452,AAS61774
ABG14299,ABX84960,AAS62758
AAS61206,ABX86823,ABG12864
ABG12479,ABX86906,AAS62998
ABG14657,ABX88394,AAS60996
AAS63252,ABX85480,ABG11994
AAS61261,ABX85638,ABG13024
ABG14954,ABX85104,AAS60863
AAS60577,ABX85369,ABG14844
AAS58619,ABX85455,ABG14107
ABG14742,ABX86690,AAS60597
ABG13352,ABX86453,AAS62070
ABG12924,ABX87176,AAS61155
AAS61035,ABX87823,ABG14617
AAS63453,ABX87175,ABG15392
ABG15574,ABX87252,AAS63273
AAS63984,ABX85095,ABG15683
AAS62314,ABX85889,ABG13631
AAS61363,ABX88643,ABG14466
ABG12468,ABX86412,AAS63006
ABG15755,ABX86712,AAS63493
ABG15794,ABX85760,AAS63532
ABG16164,ABX84824,AAS58663
AAS62072,ABX85488,ABG13354
AAS63418,ABX87461,ABG12194
ABG12056,ABX87183,AAS60814
AAS62585,ABX87695,ABG14024
AAS62007,ABX85743,ABG13839
ABG13613,ABX86299,AAS62294
AAS63639,ABX87014,ABG12275
AAS62123,ABX85726,ABG13412
ABG13182,ABX87739,AAS61789
ABG13423,ABX87488,AAS62134
ABG12036,ABX85039,AAS60836
ABG16184,ABX84834,AAS58695
ABG13922,ABX86527,AAS62483
ABG13099,ABX85775,AAS61864
AAS61199,ABX86583,ABG12871
ABG12951,ABX85516,AAS61565
AAS60868,ABX87191,ABG14949
ABG16219,ABX84849,AAS58740
AAS64029,ABX85473,ABG15637
ABG14362,ABX88585,AAS62671
ABG14821,ABX87726,AAS60670
ABG13340,ABX86448,AAS62058
ABG15102,ABX87090,AAS63144
ABG15091,ABX86524,AAS63157
AAS62456,ABX87177,ABG13887
AAS61110,ABX88588,ABG14532
ABG15160,ABX87264,AAS63092
AAS61745,ABX86370,ABG13229
ABG12040,ABX88263,AAS60832
AAS62761,ABX86438,ABG14296
ABG14289,ABX87567,AAS62938
AAS60620,ABX86228,ABG14765
AAS62741,ABX85215,ABG14317
AAS62341,ABX88176,ABG13660
ABG12971,ABX85190,AAS61546
ABG16010,ABX87999,AAS63873
AAS62528,ABX84933,ABG13965
ABG13526,ABX86238,AAS62215
AAS62222,ABX87670,ABG13534
AAS63888,ABX85133,ABG15804
AAS60832,ABX88263,ABG12040
AAS60780,ABX86595,ABG15889
AAS62759,ABX85353,ABG14298
ABG15609,ABX87070,AAS64058
ABG12584,ABX86051,AAS61510
