('AAS60567', 'ABX85497', 'ABG14855')
('ABG15103', 'ABX86901', 'AAS63143')
('ABG12138', 'ABX87819', 'AAS63362')
('ABG16151', 'ABX84845', 'AAS58650')
('AAS63326', 'ABX87573', 'ABG12099')
('ABG16312', 'ABX88787', 'AAS58526')
('ABG15046', 'ABX84896', 'AAS63196')
('ABG14005', 'ABX85315', 'AAS62563')
('AAS63150', 'ABX87148', 'ABG15096')
('AAS61897', 'ABX85188', 'ABG13270')
('AAS63440', 'ABX86791', 'ABG12216')
('AAS63688', 'ABX85671', 'ABG12399')
('AAS62650', 'ABX86761', 'ABG14340')
('ABG14049', 'ABX87285', 'AAS62608')
('AAS61113', 'ABX88675', 'ABG14529')
('AAS64162', 'ABX88681', 'ABG16122')
('ABG15878', 'ABX87687', 'AAS60793')
('ABG11984', 'ABX85578', 'AAS63259')
('ABG12288', 'ABX86517', 'AAS63651')
('ABG13712', 'ABX88092', 'AAS62395')
('AAS58744', 'ABX84836', 'ABG16217')
('AAS61399', 'ABX88326', 'ABG14505')
('ABG13633', 'ABX85016', 'AAS62316')
('ABG12872', 'ABX85145', 'AAS61198')
('ABG15524', 'ABX87437', 'AAS63791')
('AAS63678', 'ABX84810', 'ABG16033')
('ABG15555', 'ABX88071', 'AAS63824')
('AAS62676', 'ABX87624', 'ABG14369')
('ABG12748', 'ABX87867', 'AAS61615')
('AAS60936', 'ABX86096', 'ABG14716')
('AAS62936', 'ABX86149', 'ABG14287')
('ABG14842', 'ABX88548', 'AAS60579')
('AAS63820', 'ABX87040', 'ABG15551')
('ABG15125', 'ABX86005', 'AAS63125')
('AAS61885', 'ABX85240', 'ABG13257')
('ABG15001', 'ABX85935', 'AAS64138')
('AAS62679', 'ABX87833', 'ABG14372')
('ABG16097', 'ABX87043', 'AAS63568')
('AAS62129', 'ABX86248', 'ABG13418')
('AAS61847', 'ABX87771', 'ABG13118')
('ABG12517', 'ABX87977', 'AAS62961')
('AAS63181', 'ABX87860', 'ABG15066')
('AAS63532', 'ABX85760', 'ABG15794')
('ABG15274', 'ABX86700', 'AAS60437')
('ABG13102', 'ABX85527', 'AAS61863')
('AAS63737', 'ABX88161', 'ABG12347')
('AAS63330', 'ABX88348', 'ABG12103')
('ABG15301', 'ABX85952', 'AAS60409')
('AAS63567', 'ABX85217', 'ABG16096')
('ABG12072', 'ABX85092', 'AAS63299')
('ABG14846', 'ABX88576', 'AAS60575')
('ABG13716', 'ABX86363', 'AAS62400')
('ABG14407', 'ABX87210', 'AAS62710')
('AAS62773', 'ABX88230', 'ABG14109')
('AAS61821', 'ABX85758', 'ABG13148')
('ABG13020', 'ABX86205', 'AAS61265')
('AAS61629', 'ABX86620', 'ABG12762')
('ABG15701', 'ABX87393', 'AAS63966')
('AAS62548', 'ABX86883', 'ABG13989')
('AAS61356', 'ABX87215', 'ABG14458')
('AAS63158', 'ABX85987', 'ABG15090')
('ABG12289', 'ABX85077', 'AAS63652')
('AAS60877', 'ABX88619', 'ABG14940')
('AAS60662', 'ABX88517', 'ABG14810')
('AAS61861', 'ABX86307', 'ABG13104')
('ABG12966', 'ABX86652', 'AAS61551')
('AAS62413', 'ABX86672', 'ABG13730')
('ABG13835', 'ABX88353', 'AAS62011')
('AAS60405', 'ABX88605', 'ABG15305')
('AAS60302', 'ABX86861', 'ABG15484')
('AAS62222', 'ABX87670', 'ABG13534')
('ABG16080', 'ABX85796', 'AAS63553')
('ABG12980', 'ABX87503', 'AAS61539')
('ABG16144', 'ABX84852', 'AAS58644')
('ABG15842', 'ABX85220', 'AAS63925')
('AAS60395', 'ABX88578', 'ABG12231')
('AAS60828', 'ABX86645', 'ABG12044')
('ABG13074', 'ABX86593', 'AAS61712')
('ABG14416', 'ABX86653', 'AAS62719')
('ABG12324', 'ABX85536', 'AAS63758')
('AAS61122', 'ABX85414', 'ABG14525')
('AAS62977', 'ABX85912', 'ABG12501')
('AAS63864', 'ABX87760', 'ABG16019')
('ABG15166', 'ABX87667', 'AAS63086')
('AAS62482', 'ABX86122', 'ABG13921')
('ABG14760', 'ABX85798', 'AAS60614')
('ABG12217', 'ABX87126', 'AAS63441')
('AAS62484', 'ABX85316', 'ABG13923')
('ABG15807', 'ABX87383', 'AAS63891')
('ABG14075', 'ABX86709', 'AAS62635')
('AAS60835', 'ABX86226', 'ABG12037')
('AAS61618', 'ABX87814', 'ABG12751')
('ABG12929', 'ABX88205', 'AAS61150')
('ABG12536', 'ABX85009', 'AAS61317')
('AAS62809', 'ABX88269', 'ABG14145')
('ABG14327', 'ABX88304', 'AAS62731')
('AAS63951', 'ABX85659', 'ABG15714')
('AAS61701', 'ABX88351', 'ABG12838')
('AAS61140', 'ABX88048', 'ABG12940')
('AAS60921', 'ABX87533', 'ABG14730')
('AAS60435', 'ABX86655', 'ABG15276')
('ABG16292', 'ABX88734', 'AAS58586')
('ABG15624', 'ABX85149', 'AAS64043')
('ABG14577', 'ABX84963', 'AAS61073')
('ABG14951', 'ABX87512', 'AAS60866')
('ABG13969', 'ABX87792', 'AAS62532')
('AAS60321', 'ABX88463', 'ABG15465')
('ABG14296', 'ABX86438', 'AAS62761')
('ABG15064', 'ABX85116', 'AAS63183')
('AAS63137', 'ABX87135', 'ABG15109')
('ABG12125', 'ABX85517', 'AAS63351')
('AAS61647', 'ABX86602', 'ABG12779')
('ABG12588', 'ABX88254', 'AAS61506')
('ABG14206', 'ABX84891', 'AAS62862')
('ABG15146', 'ABX86222', 'AAS63105')
('AAS60578', 'ABX84972', 'ABG14843')
('AAS58700', 'ABX84813', 'ABG16189')
('AAS62248', 'ABX85704', 'ABG13559')
('ABG11974', 'ABX86752', 'AAS60286')
('AAS63850', 'ABX87121', 'ABG16032')
('AAS62775', 'ABX87643', 'ABG14111')
('ABG15460', 'ABX88355', 'AAS60326')
('AAS61209', 'ABX85492', 'ABG12861')
('AAS62897', 'ABX84906', 'ABG14245')
('AAS63072', 'ABX85485', 'ABG15180')
('ABG12496', 'ABX85366', 'AAS62982')
('ABG12008', 'ABX87761', 'AAS63237')
('AAS62035', 'ABX87645', 'ABG13808')
('ABG12553', 'ABX86490', 'AAS61299')
('AAS61932', 'ABX88642', 'ABG13308')
('AAS64034', 'ABX85787', 'ABG15632')
('ABG13267', 'ABX85959', 'AAS61895')
('ABG12325', 'ABX86898', 'AAS63757')
('AAS60858', 'ABX85905', 'ABG12014')
('ABG16030', 'ABX86033', 'AAS63852')
('ABG12971', 'ABX85190', 'AAS61546')
('ABG12839', 'ABX86588', 'AAS61702')
('ABG12037', 'ABX86226', 'AAS60835')
('ABG13368', 'ABX88389', 'AAS62085')
('ABG12482', 'ABX84943', 'AAS62995')
('ABG13824', 'ABX87487', 'AAS62018')
('ABG16077', 'ABX88306', 'AAS63551')
('AAS62857', 'ABX84865', 'ABG14198')
('ABG14329', 'ABX87625', 'AAS62729')
('AAS64139', 'ABX84892', 'ABG16099')
('AAS63199', 'ABX88083', 'ABG15042')
('ABG14932', 'ABX88446', 'AAS60884')
('AAS63282', 'ABX85664', 'ABG15583')
('ABG15849', 'ABX88498', 'AAS63932')
('AAS62841', 'ABX85712', 'ABG14179')
('ABG15090', 'ABX85987', 'AAS63158')
('AAS61382', 'ABX86148', 'ABG14488')
('AAS61501', 'ABX86450', 'ABG12593')
('AAS64017', 'ABX86342', 'ABG15648')
('ABG13830', 'ABX87278', 'AAS62014')
('ABG14650', 'ABX86153', 'AAS61003')
('ABG14545', 'ABX87596', 'AAS61096')
('ABG13978', 'ABX86740', 'AAS62538')
('AAS60785', 'ABX85770', 'ABG15884')
('AAS62860', 'ABX88511', 'ABG14201')
('ABG13168', 'ABX88349', 'AAS61801')
('ABG12154', 'ABX85090', 'AAS63379')
('ABG12784', 'ABX85947', 'AAS61652')
('AAS63813', 'ABX85451', 'ABG15543')
('AAS63512', 'ABX86140', 'ABG15774')
('ABG14412', 'ABX84951', 'AAS62715')
('ABG14196', 'ABX88175', 'AAS62855')
('AAS62678', 'ABX88690', 'ABG14371')
('ABG11979', 'ABX87354', 'AAS60288')
('ABG15877', 'ABX87024', 'AAS60794')
('AAS58550', 'ABX88726', 'ABG16256')
('ABG12075', 'ABX86019', 'AAS63302')
('AAS62823', 'ABX86623', 'ABG14161')
('ABG12899', 'ABX85523', 'AAS61175')
('ABG12925', 'ABX86865', 'AAS61154')
('AAS62058', 'ABX86448', 'ABG13340')
('AAS61638', 'ABX85295', 'ABG12770')
('AAS61038', 'ABX87020', 'ABG14615')
('ABG15452', 'ABX85219', 'AAS60334')
('ABG12749', 'ABX88058', 'AAS61616')
('ABG15153', 'ABX84988', 'AAS63099')
('AAS63547', 'ABX85592', 'ABG16073')
('ABG14755', 'ABX88206', 'AAS60609')
('AAS64161', 'ABX88021', 'ABG16121')
('ABG14279', 'ABX85374', 'AAS62928')
('ABG12393', 'ABX87331', 'AAS63694')
('ABG14381', 'ABX88408', 'AAS62688')
('ABG15928', 'ABX85951', 'AAS60743')
('ABG12565', 'ABX88017', 'AAS61287')
('AAS61562', 'ABX86782', 'ABG12955')
('ABG12936', 'ABX85120', 'AAS61143')
('AAS58697', 'ABX84830', 'ABG16187')
('AAS63237', 'ABX87761', 'ABG12008')
('AAS62922', 'ABX86949', 'ABG14273')
('ABG15297', 'ABX88303', 'AAS60413')
('AAS60446', 'ABX85514', 'ABG15264')
('AAS60299', 'ABX85098', 'ABG15487')
('AAS62609', 'ABX86869', 'ABG14050')
('ABG12582', 'ABX87015', 'AAS61512')
('ABG15661', 'ABX87200', 'AAS64002')
('ABG13561', 'ABX88295', 'AAS62250')
('AAS63435', 'ABX86430', 'ABG12211')
('AAS60796', 'ABX85388', 'ABG15875')
('ABG14325', 'ABX85791', 'AAS62733')
('ABG15281', 'ABX86197', 'AAS60430')
('ABG15818', 'ABX87207', 'AAS63901')
('ABG12693', 'ABX87838', 'AAS61134')
('ABG13185', 'ABX85705', 'AAS61786')
('AAS61644', 'ABX88243', 'ABG12776')
('ABG12149', 'ABX86534', 'AAS63373')
('AAS60535', 'ABX87507', 'ABG14889')
('AAS60672', 'ABX88301', 'ABG14735')
('ABG14124', 'ABX86181', 'AAS62788')
('ABG12892', 'ABX87752', 'AAS61182')
('AAS60288', 'ABX87354', 'ABG11979')
('ABG12024', 'ABX88510', 'AAS60848')
('ABG13365', 'ABX88567', 'AAS62082')
('ABG14319', 'ABX87951', 'AAS62739')
('ABG14378', 'ABX88285', 'AAS62686')
('AAS61218', 'ABX87669', 'ABG12852')
('AAS60639', 'ABX87092', 'ABG14786')
('ABG15246', 'ABX88372', 'AAS60463')
('AAS61184', 'ABX87505', 'ABG12891')
('ABG14056', 'ABX87776', 'AAS62615')
('ABG14741', 'ABX86232', 'AAS60596')
('AAS63210', 'ABX85715', 'ABG15028')
('ABG13885', 'ABX87699', 'AAS62454')
('AAS62114', 'ABX87416', 'ABG13402')
('ABG14015', 'ABX87989', 'AAS62574')
('AAS60534', 'ABX86925', 'ABG14890')
('ABG14487', 'ABX85585', 'AAS61381')
('ABG15468', 'ABX86311', 'AAS60318')
('AAS60345', 'ABX88344', 'ABG15439')
('AAS62910', 'ABX87406', 'ABG14259')
('ABG14521', 'ABX88038', 'AAS61126')
('AAS60369', 'ABX87074', 'ABG15417')
('ABG12253', 'ABX88237', 'AAS63619')
('AAS62742', 'ABX88685', 'ABG14316')
('ABG14123', 'ABX86719', 'AAS62787')
('AAS63617', 'ABX86750', 'ABG12252')
('ABG14871', 'ABX85017', 'AAS60554')
('AAS63990', 'ABX86176', 'ABG15675')
('ABG16270', 'ABX88764', 'AAS58566')
('AAS62369', 'ABX85630', 'ABG13687')
('ABG14743', 'ABX86251', 'AAS60598')
('ABG16310', 'ABX88713', 'AAS58523')
('AAS62588', 'ABX87877', 'ABG14027')
('AAS60722', 'ABX85815', 'ABG15948')
('AAS64144', 'ABX86526', 'ABG16104')
('AAS58638', 'ABX84815', 'ABG16139')
('AAS60935', 'ABX85751', 'ABG14717')
('AAS64004', 'ABX86362', 'ABG15659')
('ABG14553', 'ABX87998', 'AAS61091')
('AAS60636', 'ABX86489', 'ABG14783')
('ABG14804', 'ABX85506', 'AAS60657')
('AAS61948', 'ABX87042', 'ABG13792')
('ABG13192', 'ABX85079', 'AAS61779')
('AAS58664', 'ABX84757', 'ABG16165')
('ABG13103', 'ABX85882', 'AAS61862')
('AAS62972', 'ABX85226', 'ABG12506')
('ABG15173', 'ABX85171', 'AAS63079')
('AAS61702', 'ABX86588', 'ABG12839')
('ABG11989', 'ABX84932', 'AAS63255')
('AAS62659', 'ABX85862', 'ABG14350')
('AAS61186', 'ABX86164', 'ABG12889')
('ABG12157', 'ABX87747', 'AAS63382')
('AAS62651', 'ABX86787', 'ABG14341')
('AAS60383', 'ABX88195', 'ABG12221')
('AAS62349', 'ABX88339', 'ABG13668')
('ABG15755', 'ABX86712', 'AAS63493')
('ABG12701', 'ABX86609', 'AAS61575')
('ABG15690', 'ABX86471', 'AAS63977')
('ABG14483', 'ABX87898', 'AAS61379')
('ABG12110', 'ABX85957', 'AAS63336')
('AAS61088', 'ABX87415', 'ABG14556')
('AAS60723', 'ABX85548', 'ABG15947')
('ABG15810', 'ABX85458', 'AAS63893')
('ABG12156', 'ABX85552', 'AAS63381')
('ABG13472', 'ABX85105', 'AAS62165')
('AAS62931', 'ABX86114', 'ABG14282')
('ABG15399', 'ABX86210', 'AAS63448')
('ABG15584', 'ABX85262', 'AAS63283')
('AAS62312', 'ABX85317', 'ABG13630')
('ABG12601', 'ABX85113', 'AAS61492')
('AAS63835', 'ABX87946', 'ABG16047')
('AAS62304', 'ABX85675', 'ABG13622')
('ABG14249', 'ABX84898', 'AAS62901')
('AAS63828', 'ABX88330', 'ABG16055')
('ABG16220', 'ABX84796', 'AAS58736')
('ABG16089', 'ABX85301', 'AAS63561')
('ABG15417', 'ABX87074', 'AAS60369')
('AAS62367', 'ABX88313', 'ABG13685')
('AAS63179', 'ABX85608', 'ABG15068')
('AAS63322', 'ABX85855', 'ABG12095')
('AAS60880', 'ABX86322', 'ABG14937')
('ABG14902', 'ABX87350', 'AAS60913')
('ABG15441', 'ABX87501', 'AAS60343')
('AAS62663', 'ABX86398', 'ABG14354')
('ABG15515', 'ABX88669', 'AAS63784')
('AAS63291', 'ABX87277', 'ABG12064')
('AAS62079', 'ABX86304', 'ABG13361')
('AAS61473', 'ABX87357', 'ABG12622')
('AAS62837', 'ABX85540', 'ABG14174')
('AAS61157', 'ABX86115', 'ABG12922')
('ABG15388', 'ABX88526', 'AAS63458')
('AAS62714', 'ABX85332', 'ABG14411')
('AAS61156', 'ABX86756', 'ABG12923')
('ABG13896', 'ABX87914', 'AAS62465')
('AAS61494', 'ABX86541', 'ABG12599')
('AAS62889', 'ABX85757', 'ABG14235')
('ABG13380', 'ABX86806', 'AAS62095')
('ABG13316', 'ABX88568', 'AAS61941')
('ABG13299', 'ABX85479', 'AAS61923')
('AAS62579', 'ABX85972', 'ABG14019')
('AAS61665', 'ABX86663', 'ABG12797')
('AAS60687', 'ABX88382', 'ABG15982')
('ABG12897', 'ABX88020', 'AAS61177')
('ABG14280', 'ABX86418', 'AAS62929')
('ABG12608', 'ABX87801', 'AAS61486')
('AAS63263', 'ABX85402', 'ABG15565')
('ABG13931', 'ABX84913', 'AAS62493')
('ABG14443', 'ABX87845', 'AAS61341')
('ABG14291', 'ABX87433', 'AAS62940')
('AAS58660', 'ABX84797', 'ABG16161')
('AAS62410', 'ABX84955', 'ABG13727')
('ABG15018', 'ABX85843', 'AAS63219')
('AAS61839', 'ABX87635', 'ABG13128')
('ABG12512', 'ABX85010', 'AAS62966')
('AAS63555', 'ABX86407', 'ABG16083')
('AAS63107', 'ABX86029', 'ABG15144')
('ABG12099', 'ABX87573', 'AAS63326')
('AAS60955', 'ABX85597', 'ABG14696')
('AAS61301', 'ABX88426', 'ABG12551')
('AAS61862', 'ABX85882', 'ABG13103')
('ABG15900', 'ABX85901', 'AAS60767')
('ABG15271', 'ABX87953', 'AAS60440')
('ABG13080', 'ABX85752', 'AAS61719')
('ABG13398', 'ABX88098', 'AAS62110')
('AAS60454', 'ABX87733', 'ABG15256')
('AAS62028', 'ABX85269', 'ABG13815')
('ABG15412', 'ABX85026', 'AAS60374')
('ABG16221', 'ABX84857', 'AAS58735')
('AAS60556', 'ABX85885', 'ABG14869')
('AAS63787', 'ABX85061', 'ABG15518')
('AAS64025', 'ABX88007', 'ABG15641')
('ABG15711', 'ABX85144', 'AAS63954')
('AAS60680', 'ABX87414', 'ABG15989')
('AAS62393', 'ABX86776', 'ABG13710')
('ABG16162', 'ABX84862', 'AAS58661')
('AAS61925', 'ABX88401', 'ABG13301')
('AAS62307', 'ABX87554', 'ABG13624')
('AAS62974', 'ABX87997', 'ABG12504')
('AAS61664', 'ABX86224', 'ABG12796')
('ABG14212', 'ABX88043', 'AAS62868')
('ABG13581', 'ABX87426', 'AAS62265')
('AAS61551', 'ABX86652', 'ABG12966')
('AAS63334', 'ABX85911', 'ABG12108')
('ABG14213', 'ABX88513', 'AAS62869')
('AAS61754', 'ABX87155', 'ABG13218')
('AAS63771', 'ABX86246', 'ABG15502')
('ABG12097', 'ABX86293', 'AAS63325')
('AAS63466', 'ABX85784', 'ABG15730')
('ABG15645', 'ABX85817', 'AAS64021')
('ABG12945', 'ABX88623', 'AAS61138')
('ABG12819', 'ABX85904', 'AAS61684')
('AAS62335', 'ABX86043', 'ABG13654')
('ABG13496', 'ABX86930', 'AAS62188')
('AAS62105', 'ABX87004', 'ABG13392')
('ABG14889', 'ABX87507', 'AAS60535')
('ABG14053', 'ABX85642', 'AAS62612')
('AAS63480', 'ABX85605', 'ABG15744')
('AAS63452', 'ABX88300', 'ABG15393')
('ABG14120', 'ABX85498', 'AAS62784')
('ABG15772', 'ABX85147', 'AAS63510')
('AAS64138', 'ABX85935', 'ABG15001')
('AAS63612', 'ABX86649', 'ABG12247')
('ABG15899', 'ABX87446', 'AAS60768')
('AAS64006', 'ABX85827', 'ABG15658')
('AAS60966', 'ABX86572', 'ABG14685')
('ABG14107', 'ABX85455', 'AAS58619')
('ABG14143', 'ABX87435', 'AAS62807')
('AAS60520', 'ABX88046', 'ABG15189')
('ABG15768', 'ABX84997', 'AAS63506')
('AAS60728', 'ABX85845', 'ABG15942')
('AAS62625', 'ABX85938', 'ABG14065')
('ABG15131', 'ABX88036', 'AAS63120')
('ABG12301', 'ABX87631', 'AAS63664')
('ABG12396', 'ABX85021', 'AAS63691')
('ABG13386', 'ABX88124', 'AAS62099')
('ABG16149', 'ABX84789', 'AAS58648')
('ABG12340', 'ABX86381', 'AAS63744')
('AAS60897', 'ABX86098', 'ABG14920')
('ABG13566', 'ABX86497', 'AAS62255')
('AAS64155', 'ABX87910', 'ABG16115')
('ABG15822', 'ABX85946', 'AAS63905')
('AAS63823', 'ABX87852', 'ABG15554')
('AAS61796', 'ABX88066', 'ABG13173')
('ABG14172', 'ABX88581', 'AAS62835')
('AAS58755', 'ABX84782', 'ABG16209')
('ABG13996', 'ABX85276', 'AAS62554')
('AAS60406', 'ABX88167', 'ABG15304')
('AAS61901', 'ABX84925', 'ABG13274')
('ABG12379', 'ABX85804', 'AAS63708')
('AAS62368', 'ABX85089', 'ABG13686')
('AAS63417', 'ABX87749', 'ABG12193')
('ABG15282', 'ABX86739', 'AAS60429')
('ABG14415', 'ABX87475', 'AAS62718')
('AAS63142', 'ABX87340', 'ABG15104')
('ABG15874', 'ABX85002', 'AAS60797')
('ABG15461', 'ABX87908', 'AAS60325')
('AAS58533', 'ABX88765', 'ABG16316')
('AAS60539', 'ABX87428', 'ABG14885')
('ABG16280', 'ABX88752', 'AAS58576')
('AAS60833', 'ABX86913', 'ABG12039')
('ABG15009', 'ABX88271', 'AAS63225')
('ABG14218', 'ABX86424', 'AAS62874')
('ABG11986', 'ABX85890', 'AAS63258')
('AAS63956', 'ABX85654', 'ABG15710')
('AAS61104', 'ABX86801', 'ABG14537')
('ABG15699', 'ABX88248', 'AAS63968')
('AAS61769', 'ABX87520', 'ABG13205')
('ABG15602', 'ABX86022', 'AAS64065')
('ABG16250', 'ABX88724', 'AAS58543')
('ABG13584', 'ABX86138', 'AAS64072', 'ABG15594')
('ABG14140', 'ABX88541', 'AAS62803')
('AAS62063', 'ABX87369', 'ABG13345')
('AAS63398', 'ABX85491', 'ABG12173')
('AAS61152', 'ABX86069', 'ABG12927')
('ABG16008', 'ABX85197', 'AAS63875')
('ABG15521', 'ABX85322', 'AAS63795')
('ABG14886', 'ABX86965', 'AAS60538')
('AAS63047', 'ABX87842', 'ABG12445')
('AAS63807', 'ABX86086', 'ABG15537')
('ABG13901', 'ABX88244', 'AAS62469')
('ABG15471', 'ABX88536', 'AAS60315')
('ABG14946', 'ABX87936', 'AAS60871')
('ABG15679', 'ABX88302', 'AAS63986')
('AAS62501', 'ABX84938', 'ABG13938')
('ABG15971', 'ABX86100', 'AAS60698')
('ABG13610', 'ABX85452', 'AAS62292')
('ABG13233', 'ABX86821', 'AAS61743')
('AAS62747', 'ABX87753', 'ABG14309')
('ABG14894', 'ABX87547', 'AAS60529')
('AAS62001', 'ABX87692', 'ABG13846')
('ABG12405', 'ABX85238', 'AAS63682')
('ABG12729', 'ABX85744', 'AAS63621')
('AAS61196', 'ABX85937', 'ABG12874')
('ABG15671', 'ABX88156', 'AAS63994')
('AAS60418', 'ABX88658', 'ABG15292')
('ABG16114', 'ABX85539', 'AAS64154')
('AAS63348', 'ABX85835', 'ABG12122')
('ABG12551', 'ABX88426', 'AAS61301')
('AAS60585', 'ABX87449', 'ABG14836')
('AAS63071', 'ABX85071', 'ABG15181')
('AAS63723', 'ABX86764', 'ABG12367')
('ABG13940', 'ABX87537', 'AAS62503')
('ABG12606', 'ABX86710', 'AAS61488')
('AAS63307', 'ABX86986', 'ABG12080')
('ABG16065', 'ABX85907', 'AAS63542')
('ABG14225', 'ABX88159', 'AAS62881')
('ABG13700', 'ABX85782', 'AAS62383')
('ABG14720', 'ABX87457', 'AAS60931')
('ABG14113', 'ABX86139', 'AAS62777')
('AAS60430', 'ABX86197', 'ABG15281')
('AAS61148', 'ABX85441', 'ABG12931')
('ABG12248', 'ABX88431', 'AAS63613')
('ABG12139', 'ABX85727', 'AAS63363')
('ABG14459', 'ABX86660', 'AAS61357')
('ABG14516', 'ABX87678', 'AAS61408')
('ABG16106', 'ABX88580', 'AAS64147')
('AAS63853', 'ABX85500', 'ABG16029')
('ABG13871', 'ABX88483', 'AAS62443')
('ABG16101', 'ABX87599', 'AAS64141')
('AAS61106', 'ABX86446', 'ABG14535')
('ABG12295', 'ABX87453', 'AAS63658')
('ABG12667', 'ABX85151', 'AAS61431')
('AAS64131', 'ABX85918', 'ABG14965')
('ABG14861', 'ABX86736', 'AAS60562')
('ABG13033', 'ABX87962', 'AAS61251')
('AAS60341', 'ABX85338', 'ABG15445')
('AAS63450', 'ABX87477', 'ABG15397')
('AAS60461', 'ABX86880', 'ABG15249')
('ABG13249', 'ABX85360', 'AAS61877')
('ABG15017', 'ABX85047', 'AAS63220')
('ABG13479', 'ABX88579', 'AAS62172')
('ABG13677', 'ABX87122', 'AAS62359')
('ABG14590', 'ABX87917', 'AAS61063')
('AAS62062', 'ABX88153', 'ABG13344')
('ABG15719', 'ABX87241', 'AAS63945')
('AAS60852', 'ABX86485', 'ABG12020')
('ABG14789', 'ABX85475', 'AAS60642')
('ABG15097', 'ABX87363', 'AAS63149')
('ABG14193', 'ABX85596', 'AAS62852')
('ABG13124', 'ABX87647', 'AAS61844')
('AAS62258', 'ABX87865', 'ABG13569')
('ABG14455', 'ABX86550', 'AAS61353')
('AAS62589', 'ABX86473', 'ABG14028')
('ABG16140', 'ABX84792', 'AAS58640')
('ABG14169', 'ABX87700', 'AAS62831')
('AAS61274', 'ABX85468', 'ABG13009')
('AAS60978', 'ABX87041', 'ABG14675')
('AAS63515', 'ABX85740', 'ABG15777')
('AAS60350', 'ABX86837', 'ABG15435')
('AAS63689', 'ABX87926', 'ABG12398')
('AAS58551', 'ABX88700', 'ABG16257')
('ABG15102', 'ABX87090', 'AAS63144')
('ABG14974', 'ABX86884', 'AAS64121')
('AAS63798', 'ABX88524', 'ABG15527')
('ABG12754', 'ABX87234', 'AAS61621')
('AAS62995', 'ABX84943', 'ABG12482')
('ABG13407', 'ABX87352', 'AAS62118')
('AAS61616', 'ABX88058', 'ABG12749')
('ABG15937', 'ABX88369', 'AAS60734')
('ABG13390', 'ABX86629', 'AAS62103')
('ABG14638', 'ABX88125', 'AAS61014')
('AAS61716', 'ABX87959', 'ABG13077')
('ABG12094', 'ABX88490', 'AAS63321')
('AAS62538', 'ABX86740', 'ABG13978')
('AAS61006', 'ABX88178', 'ABG14647')
('AAS61748', 'ABX85865', 'ABG13223')
('AAS58597', 'ABX88780', 'ABG16300')
('ABG14150', 'ABX87422', 'AAS62813')
('AAS63958', 'ABX88404', 'ABG15708')
('ABG12592', 'ABX87246', 'AAS61502')
('ABG15990', 'ABX87012', 'AAS60679')
('AAS60573', 'ABX87217', 'ABG14849')
('AAS60536', 'ABX86080', 'ABG14888')
('ABG12247', 'ABX86649', 'AAS63612')
('AAS61083', 'ABX86694', 'ABG14566')
('AAS61670', 'ABX86431', 'ABG12803')
('ABG12424', 'ABX88211', 'AAS63026')
('AAS62275', 'ABX88554', 'ABG13591')
('AAS61700', 'ABX87955', 'ABG12837')
('AAS61971', 'ABX86084', 'ABG13769')
('ABG13208', 'ABX86574', 'AAS61765')
('ABG13941', 'ABX87127', 'AAS62504')
('ABG13679', 'ABX88298', 'AAS62361')
('ABG13170', 'ABX86771', 'AAS61799')
('AAS63046', 'ABX88259', 'ABG12444')
('ABG13262', 'ABX85291', 'AAS61890')
('AAS62078', 'ABX88009', 'ABG13360')
('AAS62797', 'ABX88412', 'ABG14133')
('ABG15069', 'ABX85158', 'AAS63178')
('AAS60433', 'ABX87265', 'ABG15278')
('ABG16153', 'ABX84809', 'AAS58652')
('ABG16121', 'ABX88021', 'AAS64161')
('ABG14683', 'ABX88577', 'AAS60968')
('AAS61795', 'ABX88604', 'ABG13174')
('ABG16012', 'ABX85445', 'AAS63871')
('AAS61978', 'ABX86032', 'ABG13759')
('AAS63729', 'ABX86966', 'ABG12360')
('AAS61774', 'ABX88452', 'ABG13199')
('ABG13873', 'ABX86702', 'AAS62445')
('AAS62738', 'ABX87327', 'ABG14320')
('ABG13792', 'ABX87042', 'AAS61948')
('AAS63514', 'ABX87013', 'ABG15776')
('ABG12197', 'ABX87799', 'AAS63421')
('ABG15774', 'ABX86140', 'AAS63512')
('AAS62065', 'ABX86747', 'ABG13347')
('AAS58658', 'ABX84793', 'ABG16159')
('ABG13907', 'ABX88345', 'AAS62472')
('AAS60879', 'ABX85919', 'ABG14938')
('ABG12991', 'ABX87909', 'AAS61528')
('ABG14081', 'ABX85991', 'AAS62640')
('AAS63979', 'ABX85660', 'ABG15688')
('AAS63404', 'ABX88516', 'ABG12178')
('ABG15232', 'ABX87300', 'AAS60477')
('AAS60283', 'ABX85203', 'ABG11971')
('ABG14375', 'ABX85950', 'AAS62682')
('AAS61617', 'ABX84887', 'ABG12750')
('AAS62750', 'ABX88165', 'ABG14306')
('AAS62587', 'ABX87319', 'ABG14026')
('AAS60598', 'ABX86251', 'ABG14743')
('ABG12035', 'ABX85765', 'AAS60837')
('ABG15816', 'ABX87465', 'AAS63899')
('AAS62702', 'ABX86117', 'ABG14397')
('AAS61141', 'ABX85943', 'ABG12938')
('AAS61090', 'ABX88537', 'ABG14554')
('AAS60595', 'ABX85119', 'ABG14740')
('AAS61476', 'ABX87945', 'ABG12619')
('ABG12029', 'ABX87464', 'AAS60843')
('AAS63359', 'ABX86476', 'ABG12133')
('AAS60458', 'ABX86687', 'ABG15252')
